,category,event_name,gender,age,marital_status,session_id,device,client_time,latitude,longitude,state
4414,Sports,View Project,M,18-24,married,43d8a82f36a943a2b8d37f9590d76a50,iOS,1394308691,33.760505,-84.399626,GA
4415,Sports,View Project,F,25-34,single,e65d1f8a2c414b4d8fadee8a43ce8f06,iOS,1394308823,39.414306,-76.576089,MD
4416,Environment,View Project,M,45-54,married,cebd7d0fa2574491b7aa9fb74d5b4786,iOS,1394309172,39.895139,-85.643767,IN
4417,Environment,View Project,F,35-44,married,7560eac89a6848c993233c8283cac29c,iOS,1394309668,25.558428,-80.458168,FL
4418,Environment,View Project,M,18-24,single,70c3b90fa72c47de8b222d55e713ad22,iOS,1394310747,33.724907,-84.468329,GA
4419,Sports,View Project,F,25-34,married,7e28e768ad994f3fa83db96e3f4a25e8,iOS,1394311514,38.982509,-85.616595,IN
4420,Environment,View Project,M,18-24,married,70d680ad667744118ae096bcde431378,android,1394311741,41.117214,-73.771469,NY
4421,Sports,View Project,M,18-24,married,3696358c039a4bab818f510759f3335d,iOS,1394312462,45.45509,-122.696724,OR
4422,Environment,View Project,F,18-24,single,c1ae4c0c1ed24a279fd89a778c67c040,iOS,1394312537,39.857259,-105.12344,CO
4423,Sports,View Project,F,18-24,married,0c7bd0358c784810a5210e9180e97aee,iOS,1394312626,33.752456,-84.392026,GA
4424,Environment,View Project,M,18-24,married,cdd95dc25a384223afb7c9e6deb39d44,android,1394312812,33.724907,-84.468329,GA
4425,Sports,View Project,M,35-44,married,d2e282bc29f44abc94f0c58ddc10e71e,iOS,1394312910,40.24097,-87.576801,IL
4426,Environment,View Project,F,25-34,married,896a3d16701f49e0a22eab564186537c,iOS,1394312941,39.25151,-84.91437,IN
4427,Sports,View Project,M,18-24,single,eac1894894a345dda9dd2dffd33d3b35,android,1394313412,33.792005,-84.442778,GA
4428,Sports,View Project,F,25-34,married,b0c2a11b93844ba68a33a9fc7e367f1c,iOS,1394313530,27.942648,-82.513067,FL
4429,Sports,View Project,F,18-24,married,4c73bcb4822c47f098fad7259e049145,android,1394313558,45.408374,-122.691388,OR
4430,Sports,View Project,F,35-44,married,ab2ddac4c4d9446dbd655d086b59509c,iOS,1394314107,39.241129,-85.827439,IN
4431,Environment,View Project,M,45-54,married,0a53acaa024d4565b46feea148ed1742,iOS,1394315580,39.91725,-85.450834,IN
4432,Environment,View Project,F,25-34,married,84d39e692ea94c89a56739a325cc5008,android,1394315613,44.901163,-93.42267,MN
4433,Environment,View Project,M,35-44,married,139b36543dfa4f8ba213249159c99b45,android,1394315731,33.831466,-118.181102,CA
4434,Sports,View Project,F,18-24,married,20a1c9e248194b38ae77abd2afc51e25,android,1394315998,45.45509,-122.696724,OR
4435,Environment,View Project,M,45-54,married,dd52452df53845d58931dac60f5cc0f7,iOS,1394316071,44.898819,-89.712935,WI
4436,Sports,View Project,M,55+,single,3bc0bc16b63c4103ad8f03941cd9a68d,android,1394316386,38.93846,-76.993068,DC
4437,Sports,View Project,M,18-24,single,600c29eb7b514b98b9e87bad46974bd7,iOS,1394316656,45.45509,-122.696724,OR
4438,Sports,View Project,F,18-24,single,cfec42be67da4c33a33543e460e2b776,android,1394317264,45.45509,-122.696724,OR
4439,Sports,View Project,F,18-24,married,174d243df4f14609a95248ca2c92ee6f,iOS,1394317644,45.343615,-122.664926,OR
4440,Sports,View Project,F,35-44,married,7426f8d969f44abea5c487426db9704a,android,1394318187,34.651051,-106.695247,NM
4441,Sports,View Project,M,18-24,married,25abacfbbbae4a8382c32558c79c3e4c,android,1394318489,27.108081,-80.230818,FL
4442,Sports,View Project,F,25-34,single,8df748df3b5944f8b8a1fc1195211c03,android,1394318539,41.757944,-72.728272,CT
4443,Sports,View Project,M,25-34,married,0a198f68346f40218d86561b8122a190,android,1394318725,33.476884,-110.868076,AZ
4444,Sports,View Project,F,25-34,single,57c8e346b8824752869df71f297e1690,iOS,1394319041,41.599562,-71.982619,CT
4445,Sports,View Project,M,18-24,married,1c2e5c61be0d4eb2b372c2f4f735779a,iOS,1394319059,33.757806,-84.433649,GA
4446,Sports,View Project,M,18-24,single,68195e2372bd4022b17220fc21de9138,android,1394319492,44.624413,-73.809266,NY
4447,Environment,View Project,M,18-24,married,3bba8499fe074c26a584a07b5411e1e5,android,1394320073,40.922326,-72.637078,NY
4448,Sports,View Project,F,55+,married,5729904b99d7447bb0494b957bdaa0a7,android,1394320197,38.943076,-104.81444,CO
4449,Sports,View Project,F,35-44,single,b566d0f182974de1b9ff4864eb53edbb,iOS,1394320374,35.217373,-87.015664,TN
4450,Environment,View Project,U,18-24,married,e8a551c5c1874ca8b16d1ed789142875,iOS,1394320684,33.829743,-84.381529,GA
4451,Environment,View Project,F,35-44,married,b53b14d1b4e340c2a0baef3617c8cb70,iOS,1394321037,39.387611,-87.126509,IN
4452,Environment,View Project,F,25-34,married,824764153ba74c1daa4a4ecfd02949ee,android,1394321499,41.413667,-74.311974,NY
4453,Sports,View Project,F,45-54,single,01fe7595cdb049f381062504c3f57684,android,1394321501,34.297968,-83.192787,GA
4454,Sports,View Project,M,18-24,married,921d18299f3f41d996da7091785e3b06,android,1394321539,33.794055,-84.377326,GA
4455,Sports,View Project,M,25-34,single,33faa651bf22462aa0d7cdb2ec3baadb,iOS,1394321991,42.263968,-83.416284,MI
4456,Environment,View Project,F,18-24,married,76ade830b98e48eab228f31a23f10252,iOS,1394322136,33.797854,-84.387726,GA
4457,Environment,View Project,F,25-34,married,3175b2585be84c369edb0029ae85173d,android,1394322323,41.337161,-75.912401,PA
4458,Environment,View Project,F,35-44,married,8bf3ee76687d4437b41881ae82724876,android,1394322717,28.086751,-81.742864,FL
4459,Environment,View Project,M,25-34,single,08e151a0a3c044a1b6aca4bced8642d9,android,1394323159,31.068306,-97.3047,TX
4460,Environment,View Project,F,35-44,single,f7f6fd3a3c4c42768498a4bac9b9824e,android,1394323342,40.78885,-74.056035,NJ
4461,Environment,View Project,M,18-24,married,4ee362d12f8b438389c8abc71d734084,iOS,1394323539,40.948405,-86.265814,IN
4462,Environment,View Project,M,18-24,married,47eeef75d2fb4324981e2c0e1424ceb3,android,1394324418,33.834989,-84.386826,GA
4463,Sports,View Project,M,18-24,married,77c440d38b5f4ff4b2e036c19860981b,iOS,1394324624,33.752456,-84.392026,GA
4464,Environment,View Project,M,18-24,married,c7c53c22cd3047ec8b6481c754312f37,iOS,1394325155,45.408077,-122.723058,OR
4465,Environment,View Project,U,45-54,single,eefd03dd9545428392c59d2858ee63ce,iOS,1394325263,40.651251,-73.585222,NY
4466,Sports,View Project,M,18-24,married,190915bb322849228be3012fd56dd2a4,android,1394325343,45.408374,-122.691388,OR
4467,Environment,View Project,F,18-24,single,5abaea3d1c6a41fabcefb742924ad4dd,iOS,1394325640,45.408374,-122.691388,OR
4468,Sports,View Project,F,18-24,married,f68810d387b84222bc381233d10741f4,android,1394325823,33.792005,-84.442778,GA
4469,Environment,View Project,M,45-54,single,a6f6836b380a4188a122cbab9e80f7dc,iOS,1394326470,42.537065,-71.107172,MA
4470,Environment,View Project,F,18-24,married,15d6812fe6ac4bd8923569c73fa8f2fb,android,1394326766,31.183438,-83.789698,GA
4471,Environment,View Project,M,35-44,married,487bcbbae70f4d019963d93c29dc875b,android,1394327350,34.419163,-85.761585,AL
4472,Sports,View Project,M,18-24,married,48f3640ee92240af8f572ae2d523c545,iOS,1394327434,45.408077,-122.723058,OR
4473,Environment,View Project,F,18-24,married,2b2f39f971b147dd94682d00afd167de,android,1394327566,39.910774,-105.010886,CO
4474,Environment,View Project,F,35-44,married,beddcd96891b4071b35bdf9148de86e7,android,1394327907,38.79502,-94.435542,MO
4475,Sports,View Project,F,35-44,married,80a64ceef5b940cbabef78e4ae5d560d,android,1394327972,29.83399,-95.434241,TX
4476,Sports,View Project,M,18-24,married,ee9c92bf69b3498fab8dc426d8621826,iOS,1394328055,45.343615,-122.664926,OR
4477,Sports,View Project,F,55+,single,1ba5b0d40bda41af9fbd7dc3d1324738,android,1394328142,37.286676,-77.296596,VA
4478,Sports,View Project,F,35-44,single,822f54455a5b402683ecb26835ceeb05,iOS,1394329763,35.76812,-78.829548,NC
4479,Environment,View Project,F,18-24,married,df5d84aedc1348f7993edadb8dd73e74,iOS,1394330250,39.814481,-105.128173,CO
4480,Environment,View Project,M,18-24,single,0e8b1dec9f3d4ccd939380f8d554281d,android,1394330524,40.122477,-104.935838,CO
4481,Environment,View Project,F,18-24,married,646754f9d13e4c06896dfb2b3012a576,android,1394331070,46.152725,-97.767735,ND
4482,Environment,View Project,F,45-54,married,cb9af9dbc61d4e29a619a922017de4cc,iOS,1394331501,40.867036,-86.07524,IN
4483,Environment,View Project,F,45-54,married,ee0da4359e8a439fa1d93074c1e11704,iOS,1394331816,40.050302,-86.490381,IN
4484,Sports,View Project,F,55+,married,35ba1c5d59664a1daf5ad6bfc8401a57,iOS,1394331975,40.617379,-85.514796,IN
4485,Environment,View Project,F,18-24,married,61e2f4dd4f294bf0b78f4719a5491a5b,iOS,1394332540,33.776305,-84.397976,GA
4486,Environment,View Project,U,18-24,married,f8bf9bd632974a3ba366368cc52a6d73,iOS,1394332914,39.814481,-105.128173,CO
4487,Environment,View Project,F,18-24,single,86a19f7718dd4c1ba68656f709e8ad8f,android,1394333221,33.757806,-84.433649,GA
4488,Environment,View Project,M,45-54,married,0c5e1c6f8a6c49c68dce3a1b262f1632,iOS,1394333375,38.584823,-85.748631,IN
4489,Environment,View Project,M,25-34,single,533c791da94c40a09b41ddab4703f872,iOS,1394333830,33.640302,-117.769442,CA
4490,Environment,View Project,M,45-54,single,4475da75206b452c99f7f595563916be,iOS,1394333840,44.358014,-69.867001,ME
4491,Environment,View Project,F,55+,married,bbf0629a1b6940f292364ff2401c14f6,android,1394334068,40.85185,-73.129003,NY
4492,Sports,View Project,M,25-34,married,548f793f9f1a417fb409c5362ef8b9fe,iOS,1394334105,38.695648,-85.772815,IN
4493,Environment,View Project,U,18-24,married,c78c72c55f7848d39ff4a2ea3370bf85,iOS,1394334137,40.063935,-105.390027,CO
4494,Sports,View Project,F,45-54,married,bf5d2a4c25f245328e838afb897029df,android,1394334470,27.916998,-82.802668,FL
4495,Environment,View Project,F,25-34,single,d2650070c50742fb95e54fb09e965ef1,iOS,1394334490,34.315817,-85.272949,GA
4496,Sports,View Project,M,18-24,married,d8a63f5cadff423781dbde6de3e04ffa,iOS,1394334855,28.51633,-81.451559,FL
4497,Sports,View Project,F,25-34,married,5ea3f25aa7874abc9087d1e4cd46d783,iOS,1394335125,39.872591,-86.276791,IN
4498,Environment,View Project,M,18-24,married,0ec5637e5bf54cf5bcccdb95ac3f9c0f,iOS,1394336193,45.343615,-122.664926,OR
4499,Environment,View Project,F,45-54,single,9d5c9579c99e49e99c5e54ff768da6a3,android,1394336254,33.786594,-118.298662,CA
4500,Sports,View Project,M,25-34,married,1828c46676de479fb20195522dcd977c,iOS,1394336599,40.314012,-85.666794,IN
4501,Sports,View Project,M,18-24,married,8e7652ab218748c5a5fb9cdf1a8500e3,iOS,1394336620,38.500408,-86.244689,IN
4502,Environment,View Project,U,18-24,married,6b58df19884a42628d81ddff0ce3beaf,iOS,1394336780,40.165634,-105.1633,CO
4503,Environment,View Project,M,18-24,married,cb16f916e126430ba5d23c56575f032e,android,1394337392,40.000686,-105.495998,CO
4504,Environment,View Project,F,55+,single,2b79def0856f4687bffa26f62f165351,android,1394337469,41.697313,-70.301394,MA
4505,Sports,View Project,M,18-24,married,ea7e7fb43b74476d81ac1a3e7ad5c1c9,iOS,1394337515,45.45509,-122.696724,OR
4506,Environment,View Project,U,45-54,single,e6c9bc2d113746e980b8cc39634d541f,android,1394337903,32.853019,-79.991295,SC
4507,Sports,View Project,F,25-34,married,a63dc075114e49068787445c2dd80351,iOS,1394338203,33.987613,-118.179754,CA
4508,Sports,View Project,U,35-44,single,9b0683705050456487a1680b0621d587,android,1394338583,40.646184,-82.481491,OH
4509,Environment,View Project,F,18-24,single,274ff6ef6eaf41af98afa04de10dbb91,android,1394338648,45.408374,-122.691388,OR
4510,Environment,View Project,F,18-24,married,88475b0f33884c5c94ac739e0026db03,iOS,1394338708,40.671369,-85.828846,IN
4511,Environment,View Project,M,55+,married,4813270854d040088c831b14026a8ff8,iOS,1394339330,40.267651,-83.376632,OH
4512,Environment,View Project,M,55+,married,a69e8ea657a143f2a32024758d2fd2a7,iOS,1394339508,44.991316,-92.948738,MN
4513,Sports,View Project,M,45-54,single,d17037dd638547f5828b662d1d028385,android,1394339710,41.132948,-95.903956,NE
4514,Sports,View Project,M,18-24,married,c558140beac94b2e9db2e16a936b3514,iOS,1394341014,45.45509,-122.696724,OR
4515,Environment,View Project,F,35-44,single,a5744878bfa84500a6568cf74745ce22,android,1394341456,26.301407,-80.138516,FL
4516,Sports,View Project,M,55+,married,633f685bb7ea4fb6af0410efea524891,android,1394341594,40.710076,-73.740151,NY
4517,Sports,View Project,M,45-54,married,38e0c32a05e34e2e96be07f569feb13b,android,1394342073,27.060576,-82.352038,FL
4518,Sports,View Project,M,35-44,married,9efd93c94dbd4ff293be5816bbd714c4,iOS,1394342399,48.324253,-116.669154,ID
4519,Sports,View Project,F,18-24,married,6af70ca2513a41158a45eef84e16a6b7,iOS,1394342586,39.814481,-105.128173,CO
4520,Sports,View Project,M,35-44,married,2d1010542c15474d880a436157b957ee,iOS,1394342836,39.064795,-85.733853,IN
4521,Environment,View Project,M,35-44,single,4e9d6cd655a74139bc27a3a25a5a7569,android,1394342885,44.784919,-85.490673,MI
4522,Sports,View Project,F,18-24,single,f739d8682ac24231b853e2d10a993429,android,1394343125,47.678756,-122.121034,WA
4523,Environment,View Project,M,35-44,married,904295bc371d48a585490eef498b325b,android,1394343219,35.11389,-101.847324,TX
4524,Environment,View Project,F,35-44,married,5e185230f8924c9f8d042545173a0474,iOS,1394343397,34.966095,-102.31309,TX
4525,Sports,View Project,F,18-24,married,a612fd32e4804b638564ae9175a55f3a,iOS,1394343397,39.87356,-87.406937,IN
4526,Environment,View Project,M,18-24,married,086636b5a4a043be9faf8135ac1b9327,iOS,1394343945,33.776305,-84.397976,GA
4527,Environment,View Project,M,45-54,married,c293f6c8f9744cac8215f6e3dc787e0e,android,1394345538,33.786594,-118.298662,CA
4528,Environment,View Project,F,18-24,single,3918548fb94643f18c7f933d40da2a25,android,1394345582,35.102747,-85.182663,TN
4529,Sports,View Project,M,18-24,single,3c66346715d544a88137e2e5cbbdfe23,android,1394345691,39.665662,-75.719349,DE
4530,Environment,View Project,M,18-24,married,adce182917e84801bb58b0b55c702d0d,iOS,1394345779,45.408374,-122.691388,OR
4531,Sports,View Project,F,35-44,single,7e2d28bd76b745098ee68212c786ed73,android,1394345841,40.67317,-73.936055,NY
4532,Environment,View Project,F,18-24,single,68e025e268584ee09cf1d1ca9f80b293,iOS,1394345991,45.408374,-122.691388,OR
4533,Environment,View Project,M,25-34,married,fb375476e46d4aa6ac1cda94d02e3803,iOS,1394346287,39.739927,-85.885962,IN
4534,Sports,View Project,F,25-34,married,18e8b22c991b43a59e32bb85b5098871,iOS,1394348576,41.284044,-73.893116,NY
4535,Environment,View Project,F,45-54,married,125986f6e43e4ec9a4558ce032cfaee4,iOS,1394348993,38.550289,-85.486131,IN
4536,Sports,View Project,M,18-24,single,f9e1d3c09dd1401a8f9e3146e115af94,android,1394349394,33.844371,-84.47405,GA
4537,Sports,View Project,M,25-34,single,c0be6b4889fe42d28072852325120015,android,1394350104,28.326039,-81.405894,FL
4538,Sports,View Project,F,18-24,married,c1ceb9d95e2943c99c908c0bf1bbad9b,iOS,1394350411,45.408374,-122.691388,OR
4539,Environment,View Project,F,25-34,single,02bdb692572844048d562fbec59f2027,android,1394350510,29.988525,-99.155469,TX
4540,Environment,View Project,M,45-54,married,0a406daff37c44e391c6c3e5a804e49f,android,1394351495,36.799473,-76.178375,VA
4541,Sports,View Project,F,45-54,married,5a4992cdde404506b93f9494eb0b688b,iOS,1394351504,38.643793,-88.974839,IL
4542,Sports,View Project,U,18-24,married,91cf8301d19342d09e6cafecb52b60fd,iOS,1394351776,39.910774,-105.010886,CO
4543,Sports,View Project,M,55+,single,e2647c2720dc4bffa1588635c4427472,android,1394351882,39.735912,-75.664729,DE
4544,Sports,View Project,M,45-54,single,91fcfb399ee84e799b1948a427c1172b,android,1394352017,40.101777,-88.197166,IL
4545,Environment,View Project,M,18-24,married,d32b9821cb29435fbcf29caf02c0d5ea,iOS,1394352164,39.776986,-105.108182,CO
4546,Sports,View Project,F,55+,married,14e621f0409c403194002fa1f03203a5,iOS,1394352378,39.506641,-86.641773,IN
4547,Environment,View Project,F,25-34,married,4fce3424a82d4fe79f7cf2093f6c2c6f,iOS,1394352552,35.540113,-97.387602,OK
4548,Environment,View Project,F,35-44,married,d48561aa082a45f994dd1a1b39ae316a,android,1394352716,40.392619,-79.905171,PA
4549,Sports,View Project,M,18-24,single,7b876347379d4b40a216bac9a38b977e,iOS,1394353121,45.408077,-122.723058,OR
4550,Environment,View Project,U,25-34,single,52bb90a033ca44bbb151d58014bef338,android,1394353865,35.981701,-84.015635,TN
4551,Sports,View Project,M,35-44,married,a32d199a3f354df080c31980a36978af,iOS,1394354075,41.79818,-88.037714,IL
4552,Sports,View Project,M,45-54,married,46ae712d61864f33b0b04bcf41dae7fc,iOS,1394354664,33.164839,-94.686156,TX
4553,Sports,View Project,M,55+,single,90b13a23f24c4b51b50e2732c1ddf3b5,iOS,1394355023,41.811929,-87.68732,IL
4554,Sports,View Project,F,18-24,married,1d83d4955ecf4fadb589ace4f9716033,iOS,1394355448,45.45509,-122.696724,OR
4555,Sports,View Project,M,18-24,married,763ebe30b43540cbb4f2a91769574442,android,1394355650,40.123557,-104.938057,CO
4556,Environment,View Project,M,18-24,married,ffb0c38864ee40beb05f094f44a43e32,android,1394356117,40.370748,-105.323971,CO
4557,Sports,View Project,M,35-44,married,52d692be3b5f4725a90eb450de8f159c,iOS,1394356639,39.917002,-75.1877,PA
4558,Sports,View Project,U,55+,married,3b9ad9291713404c8055fc3b02cf117c,iOS,1394356927,38.512878,-86.010567,IN
4559,Sports,View Project,F,55+,married,fd860b997bfb450c8432cae838ec2748,android,1394356934,32.735,-117.202669,CA
4560,Environment,View Project,F,45-54,single,ff4101751ef74fcbba85f5b4b26db9a3,iOS,1394356935,44.934515,-93.16097,MN
4561,Environment,View Project,M,25-34,single,c74346e679734071ada466ff83c4590e,iOS,1394357803,38.476542,-94.580083,MO
4562,Environment,View Project,M,25-34,married,5476b8f269984cbb85ce88ce6c90c8a7,android,1394358170,38.521776,-121.749016,CA
4563,Sports,View Project,F,18-24,single,e0144292bc484f898fdc38a8091ac829,iOS,1394359211,33.844371,-84.47405,GA
4564,Sports,View Project,M,55+,married,a4203b3e1ec74a8490aeb47ab77fe670,android,1394359659,45.033588,-100.035273,SD
4565,Environment,View Project,M,18-24,married,69776fc0a1c7425fa399c5d2b1c2f46c,android,1394359726,33.834989,-84.386826,GA
4566,Environment,View Project,M,45-54,single,83af0c4b37ed45278fc6c6a8951632cf,android,1394359918,34.693285,-81.168022,SC
4567,Environment,View Project,M,18-24,single,e75bf26bc5b44cf09364c9b559a041da,android,1394360187,39.829821,-105.270395,CO
4568,Sports,View Project,M,35-44,single,c0715452ece746d3b962c86e26db33d3,iOS,1394360220,39.103007,-119.482264,NV
4569,Environment,View Project,M,45-54,single,f66df0e25cb94f03878978cd6611f828,iOS,1394361072,33.786594,-118.298662,CA
4570,Sports,View Project,F,35-44,married,854210c2353c4abb8651c54974e76315,android,1394361081,40.434436,-80.024817,PA
4571,Sports,View Project,M,18-24,married,8311215cebb747469bc57a3af5cf1934,android,1394361187,33.724907,-84.468329,GA
4572,Environment,View Project,M,45-54,married,22e51660ca004126bbbef3f052d05825,android,1394361236,47.857022,-122.28301,WA
4573,Sports,View Project,F,18-24,married,c67371ea44ab44d79073db88d388e226,iOS,1394361555,33.752456,-84.392026,GA
4574,Sports,View Project,M,18-24,single,20ea463e00e640dd949a59be687f6978,iOS,1394361561,33.794055,-84.377326,GA
4575,Environment,View Project,M,25-34,married,334e9a7cca5642b28747cf1115a2dd2d,iOS,1394361812,33.786594,-118.298662,CA
4576,Sports,View Project,M,18-24,married,23191e6c2aaf4e6e86966ba06a96f61a,android,1394361863,45.408374,-122.691388,OR
4577,Sports,View Project,M,18-24,married,01d093a97dc64c56a4f0fe9476c36da9,android,1394362138,45.408077,-122.723058,OR
4578,Sports,View Project,F,35-44,married,5d69c481cb224ccda3d8170135808dd3,android,1394363107,41.747358,-70.978947,MA
4579,Environment,View Project,M,45-54,married,858545fdd8544e9b8f5c697e18ce10d2,iOS,1394363775,40.213154,-85.680698,IN
4580,Environment,View Project,M,18-24,married,e9944978b168427280df73fa02c0aac7,iOS,1394363785,38.439461,-86.777335,IN
4581,Sports,View Project,M,18-24,married,70a27a569bc94d1d8af8409666827507,android,1394364337,40.067772,-105.27484,CO
4582,Sports,View Project,F,18-24,married,42afcc7a6bb3496681c1ac736e58ea4f,iOS,1394364424,33.834989,-84.386826,GA
4583,Sports,View Project,M,35-44,single,9982de25f2e84243b3bb196fa8397785,iOS,1394364759,40.972898,-74.098841,NJ
4584,Sports,View Project,M,18-24,single,a426aec94ae14e37b53c526ce836d34f,iOS,1394364792,33.760505,-84.399626,GA
4585,Sports,View Project,M,55+,married,c8f9447b19294a28911d408e1f7aea22,android,1394364978,38.358083,-85.446974,KY
4586,Environment,View Project,F,18-24,married,f563f94550b5419aa9f597a65e9de599,iOS,1394365087,33.760505,-84.399626,GA
4587,Environment,View Project,U,55+,single,31847bc206a84f79927990bdf08fc19a,android,1394365280,42.5216,-83.163477,MI
4588,Environment,View Project,F,18-24,single,8a453494f42248cdb1378517d82a527f,iOS,1394365540,42.43026,-93.253363,IA
4589,Environment,View Project,M,35-44,married,a758a68384ac42e39acd2c57f278f103,iOS,1394365885,33.667491,-84.750615,GA
4590,Environment,View Project,F,25-34,single,8d843fe4b61c4794bc5bf0ee702a0f99,android,1394366100,35.98025,-94.198446,AR
4591,Environment,View Project,F,18-24,single,eace3d351c3241b39cf837afb781c180,android,1394366642,39.829821,-105.270395,CO
4592,Sports,View Project,U,35-44,married,6e6f125d2f2240258b65e4688378009f,android,1394367080,41.844732,-86.421005,MI
4593,Sports,View Project,F,18-24,single,89cf33c8677141d2aa25da5187d73a9b,android,1394367673,40.114114,-105.369797,CO
4594,Environment,View Project,M,25-34,married,05f2fc56d59a4b4497c473440db1425a,android,1394368030,30.929148,-88.181921,AL
4595,Environment,View Project,M,25-34,married,abdd426828dd45f59d7e3184fde6dc3e,iOS,1394369176,39.282609,-85.868533,IN
4596,Sports,View Project,U,18-24,married,6af97ca2f77f40589525b34e470a3375,iOS,1394369208,33.757806,-84.433649,GA
4597,Environment,View Project,F,18-24,married,364bef6dd3194289b56fa8e57109c23c,iOS,1394369473,45.45509,-122.696724,OR
4598,Sports,View Project,U,18-24,married,4a8a83a7810843d2974911525a402e78,android,1394369934,40.063935,-105.390027,CO
4599,Environment,View Project,M,35-44,married,7525fa95afe04b68ab240642fbd19e83,android,1394370392,40.663845,-73.916406,NY
4600,Sports,View Project,M,18-24,single,1a2b0ddd49f345fbab8e7325f9574ebe,android,1394371024,29.602041,-95.101012,TX
4601,Sports,View Project,F,18-24,single,a6067e2c6c05470ab652f10e87c7ea16,iOS,1394371445,40.055785,-105.472634,CO
4602,Environment,View Project,F,35-44,married,f17b4a7df35a49a8b063a9b50ee225a4,iOS,1394371478,39.059349,-85.888579,IN
4603,Environment,View Project,M,55+,single,d057abb392d34dde8204239bd686792e,iOS,1394372474,38.692865,-77.204031,VA
4604,Sports,View Project,M,18-24,single,f113410985fa4f6ebcee0a0e184ee018,android,1394372492,33.792005,-84.442778,GA
4605,Environment,View Project,F,18-24,single,a8c64728ee1f47e7a83f0c43550d71a2,iOS,1394372650,33.760505,-84.399626,GA
4606,Sports,View Project,M,55+,married,7608d5373b994ea6a059de645044071c,iOS,1394373187,47.497831,-120.214402,WA
4607,Sports,View Project,M,45-54,single,79fa216699ac42aeb081e989c22519fa,iOS,1394373201,41.40577,-86.242235,IN
4608,Sports,View Project,M,35-44,single,62cd39d3b2314343af279e82bb64806a,iOS,1394373405,39.59915,-78.844425,MD
4609,Environment,View Project,M,35-44,married,47fdccd3ae8940aba6a031963a430700,iOS,1394373688,34.051603,-80.978511,SC
4610,Sports,View Project,M,18-24,single,3a0853c659c7407280ccdf5011e7dbe8,android,1394374162,33.776305,-84.397976,GA
4611,Environment,View Project,M,18-24,married,3da0846d54b44e7db814edcca230295d,iOS,1394374285,28.535094,-81.220237,FL
4612,Environment,View Project,F,18-24,single,01f45b5d13654d648ecc7ba5ddfe9d3d,android,1394374660,31.043013,-97.590787,TX
4613,Sports,View Project,F,18-24,married,1b5c8710f95b4a6fa3648b7826fad6f3,iOS,1394374665,33.757806,-84.433649,GA
4614,Environment,View Project,M,18-24,married,8409efdb300749b6b1ee480cc8d81e72,iOS,1394375079,33.591117,-83.492928,GA
4615,Sports,View Project,F,35-44,single,62d6fd42bc334ab49a1d7ecb8ead9cd9,iOS,1394375524,43.096216,-76.047426,NY
4616,Sports,View Project,M,25-34,married,1b21a926f0a04589805aaac10e1d1b0c,iOS,1394376405,33.030903,-97.102543,TX
4617,Environment,View Project,F,18-24,married,632601d43eaa41efab604b85a9202b03,android,1394376456,45.45509,-122.696724,OR
4618,Sports,View Project,M,35-44,single,5f2cb0d4e9454aa5bf40f601a286b12e,iOS,1394376476,34.764976,-87.103488,AL
4619,Environment,View Project,M,18-24,single,f4c8090a8f584e49859e097f801feea9,iOS,1394376511,33.757806,-84.433649,GA
4620,Environment,View Project,F,55+,married,fbedce2cdfc94c0988adf023d6225a0b,iOS,1394376610,33.786594,-118.298662,CA
4621,Environment,View Project,F,18-24,married,c558aa1cef434319b849def2f03dd0ca,android,1394376858,40.189788,-105.35528,CO
4622,Environment,View Project,F,18-24,single,281ec13932fd4e2e9257052698b456f5,iOS,1394377195,40.067772,-105.27484,CO
4623,Sports,View Project,M,18-24,single,60e48dc827b54921bedbbf0d90533326,iOS,1394378343,39.885388,-105.11389,CO
4624,Sports,View Project,M,25-34,married,f1e454fceec5496999f3ff87e8d4da8e,iOS,1394378992,39.709624,-86.261389,IN
4625,Environment,View Project,M,25-34,married,4dc7bdffffaa480fa0e98ac0319afabd,android,1394379789,36.681298,-79.86626,VA
4626,Environment,View Project,M,18-24,single,94bc2a5c54b547639b12fb066e051b55,iOS,1394380137,33.776305,-84.397976,GA
4627,Sports,View Project,F,45-54,married,479901e645164e7c8bd006bc986452a9,android,1394380168,30.579234,-96.293826,TX
4628,Environment,View Project,M,18-24,married,0e1299332177489186092d001dca0cbc,iOS,1394380224,45.408077,-122.723058,OR
4629,Sports,View Project,M,25-34,single,46c756cf484e4a19b57c81cafdd9d17b,android,1394380380,28.602327,-81.35874,FL
4630,Environment,View Project,F,18-24,married,afd1029bfd974d379720f6be2b0c326a,iOS,1394380545,33.792005,-84.442778,GA
4631,Sports,View Project,M,55+,single,369bb251a26a4005ac159cd92111b464,android,1394382096,47.754219,-122.124643,WA
4632,Environment,View Project,F,25-34,married,377cb823afff4acda00d857d4373868a,android,1394382372,35.835847,-90.623071,AR
4633,Environment,View Project,F,35-44,married,e606dcef9a6f4153a0651b6b6ebe6d71,iOS,1394382432,39.997457,-86.298135,IN
4634,Environment,View Project,F,18-24,single,a308599979a74cbf9ef85f421173bdaa,iOS,1394382525,40.062204,-104.923481,CO
4635,Sports,View Project,F,35-44,single,8777875a02a1476fb90e5995f87c02cd,android,1394382714,48.046751,-122.056379,WA
4636,Sports,View Project,M,55+,married,b9daa0aeb83249be813dd7d61f5c9232,iOS,1394382820,39.190101,-87.547036,IN
